sid,from,to,date
27259,221,225,2005-09-06
27265,372,341,2002-09-05
27266,286,3,2004-09-07
27266,3,286,2006-09-07
27266,286,81,2008-09-04
27268,669,165,2005-09-06
27268,165,188,2009-09-08
27271,175,81,2007-09-10
27271,81,205,2007-11-14
27271,205,225,2008-09-04
27271,225,32,2010-12-08
27275,642,565,2006-09-07
27277,565,628,2011-09-06
27282,565,233,2008-11-10
27287,518,42,2006-09-25
27287,42,465,2008-09-04
27287,465,25,2009-04-15
27300,201,343,2007-09-10
27300,343,67,2011-09-06
27308,532,425,2002-09-05
27311,188,425,2002-09-05
27314,547,69,2002-09-05
27314,69,425,2005-09-06
27318,203,237,2001-11-19
27318,237,245,2002-09-05
27318,245,540,2003-09-08
27318,540,425,2006-09-07
27324,532,553,2004-03-31
27324,553,625,2004-09-07
27324,625,281,2007-09-10
27324,281,25,2007-12-11
27324,25,257,2009-02-02
27324,257,431,2010-09-07
27326,490,221,2004-09-07
27326,221,225,2005-09-06
27327,221,225,2005-09-06
27330,550,663,2003-09-08
27330,663,21,2006-09-07
27331,205,21,2006-09-13
27332,296,172,2002-09-05
27332,172,21,2005-09-06
27332,21,509,2007-09-12
27332,509,794,2010-09-07
27334,413,24,2002-11-26
27334,24,496,2007-09-10
27334,496,81,2010-09-07
27348,556,387,2005-03-30
27348,387,277,2009-09-08
27349,594,175,2006-10-11
27349,175,230,2010-09-08
27350,652,565,2004-09-07
27351,175,837,2010-09-07
27352,587,387,2006-09-07
27353,197,510,2004-09-07
27353,510,408,2004-11-08
27353,408,129,2008-02-21
27353,129,479,2010-01-26
27354,203,101,2002-02-13
27354,101,286,2002-04-03
27354,286,3,2002-09-05
27354,3,286,2005-09-06
27354,286,97,2006-09-07
27354,97,408,2007-05-03
27356,617,186,2001-11-01
27356,186,197,2002-11-19
27356,197,257,2004-09-07
27356,257,431,2006-09-07
27356,431,408,2007-04-11
27358,500,408,2004-09-07
27359,70,12,2010-09-07
27360,423,408,2004-09-07
27361,147,663,2005-09-06
27361,663,116,2008-09-04
27363,532,408,2002-09-05
27365,112,408,2002-09-05
27367,255,593,2001-10-30
27367,593,255,2006-09-07
27367,255,155,2008-09-04
27368,641,63,2002-05-01
27368,63,408,2003-09-24
27371,245,549,2010-09-13
27375,580,210,2005-04-15
27375,210,366,2006-09-14
27375,366,245,2006-12-01
27375,245,436,2009-09-08
27375,436,210,2010-09-07
27386,438,245,2003-09-08
27387,609,303,2002-09-05
27395,0,532,2004-09-07
27395,532,309,2007-09-10
27395,309,435,2008-09-04
27395,435,550,2009-09-08
27395,550,532,2010-09-07
27396,599,302,2008-09-04
27412,541,48,2003-09-08
27412,48,123,2004-09-07
27412,123,411,2006-11-20
27412,411,47,2008-04-15
27412,47,674,2008-05-01
27415,78,303,2007-03-05
27420,441,671,2006-09-07
27420,671,25,2008-10-21
27420,25,802,2009-09-08
27420,802,202,2009-09-16
27424,658,232,2003-02-24
27424,232,41,2004-02-10
27424,41,516,2005-09-06
27424,516,20,2008-09-04
27425,101,315,2002-09-05
27425,315,103,2005-04-14
27425,103,490,2005-09-06
27425,490,520,2007-01-12
27425,520,624,2008-09-04
27425,624,47,2010-08-01
27426,43,658,2004-09-07
27426,658,520,2006-09-07
27426,520,16,2009-09-01
27426,16,479,2010-04-06
27434,342,302,2005-09-06
27437,197,179,2001-12-04
27440,37,131,2004-09-07
27440,131,172,2007-09-10
27440,172,641,2008-09-04
27451,103,243,2003-09-08
27452,103,243,2005-06-01
27453,353,391,2010-09-07
27454,259,604,2005-09-06
27454,604,520,2006-04-21
27454,520,624,2007-09-10
27454,624,509,2008-09-08
27454,509,624,2009-09-08
27454,624,411,2011-01-31
27454,411,835,2012-02-03
27458,620,173,2004-09-07
27468,443,45,2005-09-13
27468,45,233,2007-09-10
27474,201,315,2004-09-07
27480,214,116,2010-09-07
27480,116,793,2012-02-16
27482,214,398,2008-02-28
27482,398,189,2008-02-29
27482,189,414,2011-09-06
27482,414,837,2011-10-05
27491,505,205,2010-09-07
27492,235,413,2001-10-01
27492,413,196,2002-09-05
27492,196,505,2005-03-23
27494,501,604,2004-09-08
27494,604,657,2007-09-05
27494,657,624,2008-01-25
27494,624,677,2010-02-02
27494,677,624,2010-12-10
27495,503,316,2009-01-26
27495,316,503,2009-01-30
27495,503,339,2011-09-06
27498,196,663,2011-09-06
27499,620,574,2004-09-07
27501,343,235,2002-10-28
27501,235,574,2004-09-07
27501,574,675,2007-09-25
27502,563,250,2004-09-07
27502,250,162,2005-09-06
27502,162,679,2009-09-22
27505,161,604,2005-09-06
27505,604,520,2007-09-10
27505,520,624,2008-09-04
27508,387,441,2006-11-27
27508,441,554,2006-12-05
27508,554,196,2007-10-23
27511,405,184,2003-12-17
27511,184,358,2007-09-10
27511,358,205,2009-09-08
27515,611,377,2008-09-04
27518,505,205,2008-09-04
27521,148,594,2001-09-26
27521,594,333,2006-09-07
27525,497,102,2007-09-10
27530,386,112,2003-09-08
27530,112,228,2004-03-16
27530,228,497,2004-09-14
27530,497,123,2007-09-10
27538,233,64,2008-09-04
27538,64,510,2011-09-06
27538,510,64,2011-09-13
27541,299,549,2007-09-10
27541,549,64,2010-09-07
27543,637,296,2005-09-29
27543,296,391,2010-09-07
27554,328,335,2003-10-08
27554,335,516,2008-09-04
27554,516,624,2011-09-06
27558,587,124,2008-09-08
27558,124,63,2009-01-09
27558,63,823,2009-09-08
27560,210,350,2005-09-06
27560,350,456,2006-09-07
27560,456,540,2008-03-06
27560,540,44,2009-09-08
27560,44,277,2011-09-06
27562,157,628,2003-09-08
27562,628,456,2005-09-06
27562,456,277,2007-09-10
27562,277,666,2009-09-08
27564,587,191,2007-09-10
27564,191,64,2011-09-06
27567,435,522,2002-05-03
27567,522,553,2003-01-17
27567,553,522,2003-09-08
27567,522,147,2003-10-03
27567,147,597,2005-01-05
27567,597,147,2005-02-25
27567,147,245,2005-05-20
27567,245,422,2005-09-06
27567,422,44,2006-09-07
27567,44,500,2007-09-10
27567,500,44,2008-09-04
27567,44,628,2010-04-23
27567,628,204,2011-04-15
27567,204,303,2011-09-06
27569,95,441,2006-09-07
27574,177,57,2001-09-20
27574,57,429,2002-03-01
27574,429,490,2003-09-08
27574,490,248,2006-01-04
27574,248,641,2007-09-10
27574,641,787,2010-09-13
27574,787,641,2011-01-21
27574,641,787,2011-10-13
27578,155,47,2002-09-05
27578,47,202,2002-09-10
27579,103,183,2002-09-05
27579,183,81,2005-09-06
27581,393,180,2002-03-19
27582,620,81,2005-09-06
27587,188,81,2004-09-07
27599,332,102,2009-09-08
27601,230,162,2010-09-07
27602,7,3,2006-09-07
27602,3,503,2006-10-11
27602,503,230,2006-10-23
27608,44,456,2004-09-07
27608,456,230,2007-05-17
27608,230,188,2007-09-10
27608,188,81,2011-09-06
27610,55,667,2005-09-13
27610,667,70,2008-09-04
27610,70,43,2009-10-13
27612,483,541,2009-09-08
27613,426,483,2003-09-08
27615,667,408,2011-09-06
27616,640,78,2008-09-04
27617,640,229,2009-09-08
27618,640,229,2011-09-06
27619,203,483,2006-12-21
27619,483,203,2009-09-08
27621,157,243,2004-09-07
27621,243,490,2005-09-15
27621,490,32,2008-09-04
27621,32,20,2010-09-07
27624,666,365,2003-09-08
27625,184,377,2004-09-07
27625,377,367,2011-09-06
27632,435,585,2007-09-10
27632,585,233,2008-11-06
27632,233,625,2011-01-27
27633,296,209,2006-09-07
27633,209,391,2010-09-07
27635,316,435,2004-09-07
27635,435,663,2009-09-08
27635,663,807,2011-02-09
27636,260,201,2004-09-14
27636,201,188,2009-09-08
27636,188,343,2010-09-07
27647,174,271,2003-09-08
27647,271,620,2004-09-07
27647,620,174,2007-04-30
27647,174,619,2007-09-10
27649,69,391,2006-11-20
27649,391,21,2008-09-04
27649,21,572,2011-09-06
27650,405,358,2005-09-06
27650,358,205,2008-09-04
27651,42,15,2002-01-23
27651,15,343,2004-02-23
27651,343,503,2005-09-06
27651,503,669,2005-11-03
27651,669,391,2007-04-24
27651,391,663,2007-12-10
27651,663,116,2008-09-04
27652,157,628,2005-09-06
27653,405,358,2005-09-06
27653,358,205,2008-09-04
27654,203,483,2002-09-24
27654,483,224,2002-09-26
27654,224,541,2010-09-07
27654,541,83,2011-09-06
27655,184,358,2004-09-07
27655,358,205,2007-09-10
27657,568,609,2004-09-07
27660,174,619,2007-09-10
27661,37,196,2002-09-05
27661,196,609,2006-09-07
27661,609,67,2009-09-08
27665,197,628,2004-02-03
27665,628,277,2005-11-30
27665,277,510,2006-01-10
27667,468,431,2003-09-24
27668,520,624,2005-09-06
27668,624,431,2005-10-11
27669,304,197,2002-09-05
27669,197,510,2005-09-06
27675,63,510,2002-05-20
27677,666,431,2003-01-23
27679,598,431,2002-09-05
27680,492,637,2007-09-10
27680,637,501,2008-09-04
27680,501,230,2012-01-03
27682,422,207,2001-10-15
27682,207,510,2006-09-07
27682,510,63,2007-09-26
27692,355,557,2003-11-21
27692,557,516,2006-09-07
27692,516,431,2009-09-08
27699,209,391,2003-09-08
27699,391,21,2006-09-07
27704,238,21,2008-09-04
27708,219,595,2003-09-08
27708,595,316,2005-03-03
27708,316,595,2005-06-01
27708,595,532,2007-12-04
27708,532,593,2008-12-15
27708,593,241,2009-10-14
27708,241,593,2010-01-04
27709,385,244,2003-09-08
27710,491,537,2003-09-08
27710,537,179,2006-02-06
27710,179,666,2008-09-04
27711,516,302,2004-09-07
27712,500,139,2003-01-15
27717,287,139,2004-02-11
27721,509,358,2002-02-01
27721,358,205,2002-09-05
27721,205,116,2005-09-13
27725,537,139,2005-09-06
27729,490,101,2002-03-15
27729,101,490,2002-11-18
27729,490,221,2004-09-07
27729,221,116,2004-12-16
27731,281,666,2002-09-05
27731,666,527,2003-09-08
27731,527,674,2007-09-19
27737,343,366,2005-10-19
27737,366,37,2006-09-07
27737,37,343,2006-09-27
27737,343,37,2008-09-04
27737,37,248,2009-09-08
27737,248,343,2011-03-22
27737,343,465,2011-09-06
27744,47,63,2002-10-03
27746,574,666,2001-10-31
27746,666,63,2004-01-05
27750,490,221,2002-09-05
27750,221,272,2002-11-22
27750,272,221,2004-09-07
27750,221,262,2005-09-06
27751,316,563,2001-11-15
27751,563,490,2002-09-05
27751,490,262,2006-09-07
27751,262,287,2008-02-28
27751,287,272,2008-09-04
27751,272,208,2009-09-08
27752,60,250,2006-03-17
27752,250,490,2007-01-09
27752,490,250,2007-02-21
27752,250,162,2009-09-08
27752,162,803,2011-02-10
27753,250,162,2010-09-07
27755,101,67,2005-09-06
27755,67,262,2006-10-20
27755,262,67,2007-09-10
27755,67,262,2007-09-27
27758,250,69,2007-11-13
27760,37,248,2004-09-07
27760,248,250,2006-09-07
27760,250,162,2008-09-04
27762,555,259,2007-09-19
27762,259,245,2008-12-11
27762,245,483,2009-10-22
27762,483,83,2010-09-15
27762,83,840,2011-02-14
27762,840,845,2011-09-06
27766,398,262,2005-09-06
27778,214,560,2007-09-10
27784,235,101,2005-11-10
27784,101,315,2007-04-30
27806,668,357,2006-09-07
27806,357,620,2009-09-08
27806,620,69,2010-09-07
27809,257,641,2003-09-08
27809,641,559,2006-12-08
27809,559,572,2008-09-05
27810,405,254,2005-11-17
27810,254,172,2006-09-07
27810,172,641,2009-09-08
27812,532,283,2006-09-07
27814,283,42,2002-01-03
27814,42,381,2004-03-30
27814,381,490,2006-09-07
27814,490,381,2007-11-29
27814,381,596,2008-09-09
27814,596,149,2009-01-06
27814,149,155,2010-09-07
27816,339,377,2002-10-09
27818,377,205,2011-09-07
27820,197,72,2002-09-05
27820,72,365,2003-09-08
27823,518,132,2004-09-07
27823,132,377,2005-02-24
27826,63,365,2006-11-30
27828,595,63,2005-09-06
27829,372,63,2002-10-17
27830,63,641,2008-09-04
27831,518,630,2003-09-08
27831,630,162,2009-09-08
27837,63,221,2002-10-11
27837,221,63,2002-11-19
27838,24,630,2002-09-05
27844,72,63,2002-09-05
27848,146,64,2010-09-07
27849,429,214,2004-11-04
27849,214,630,2004-11-09
27849,630,214,2007-09-10
27849,214,116,2009-09-08
27849,116,431,2009-09-16
27852,620,51,2005-09-06
27852,51,63,2006-02-09
27855,366,343,2006-09-07
27855,343,563,2009-09-22
27855,563,189,2011-09-06
27857,304,575,2001-09-11
27857,575,500,2007-09-10
27857,500,408,2008-09-04
27859,201,343,2003-09-08
27859,343,16,2010-09-01
27859,16,67,2010-12-06
27859,67,855,2011-10-17
27860,618,366,2006-09-14
27860,366,637,2009-02-27
27868,83,649,2005-09-06
27868,649,48,2006-11-15
27868,48,123,2007-09-10
27868,123,277,2008-10-31
27869,372,170,2004-09-07
27871,585,48,2002-09-05
27871,48,203,2004-11-23
27871,203,500,2006-01-26
27871,500,203,2006-10-03
27871,203,48,2006-11-14
27871,48,500,2007-09-10
27871,500,358,2007-11-27
27871,358,205,2008-09-04
27871,205,179,2009-09-08
27871,179,834,2012-03-02
27874,281,666,2003-09-08
27874,666,453,2006-12-12
27874,453,129,2007-04-09
27876,372,170,2004-09-07
27880,352,424,2007-09-10
27880,424,387,2010-09-07
27883,184,358,2011-09-06
27889,94,100,2002-09-05
27895,545,619,2008-09-04
27895,619,123,2009-11-24
27895,123,411,2010-09-14
27897,3,534,2003-09-08
27902,386,229,2011-09-06
27903,221,155,2002-09-05
27903,155,47,2005-03-17
27903,47,221,2005-04-04
27904,490,221,2002-09-05
27905,93,598,2009-09-08
27906,542,221,2003-01-28
27908,67,221,2003-01-31
27911,547,93,2005-09-06
27911,93,385,2010-09-07
27913,327,33,2007-09-10
27913,33,435,2008-09-15
27913,435,372,2008-10-06
27917,237,409,2004-10-06
27917,409,554,2008-09-09
27917,554,179,2009-09-08
27920,446,162,2008-09-04
27921,0,594,2004-09-07
27921,594,446,2005-09-06
27922,376,66,2006-09-07
27923,666,272,2003-11-13
27923,272,47,2004-03-05
27923,47,253,2004-03-22
27924,176,409,2002-12-12
27924,409,663,2007-10-02
27924,663,149,2009-03-31
27924,149,179,2009-09-08
27924,179,275,2011-09-06
27926,624,453,2004-01-12
27927,372,341,2003-09-08
27927,341,64,2004-09-07
27927,64,170,2004-10-14
27936,28,353,2004-09-08
27936,353,101,2005-03-04
27936,101,353,2005-09-06
27936,353,101,2006-09-07
27936,101,20,2009-09-08
27936,20,825,2012-02-28
27942,3,97,2005-09-06
27943,372,170,2007-09-10
27957,162,534,2002-09-05
27966,438,12,2010-09-07
27971,503,367,2002-09-05
27971,367,116,2003-09-08
27971,116,21,2005-09-21
27974,497,123,2006-09-18
27976,666,225,2007-10-11
27979,281,666,2002-09-05
27981,408,202,2002-09-05
27981,202,666,2003-09-08
27984,271,624,2008-09-04
27985,534,47,2003-03-03
27985,47,287,2003-03-10
27985,287,47,2004-12-07
27985,47,123,2005-01-04
27986,67,675,2008-02-07
27996,0,103,2004-09-14
27996,103,565,2007-10-02
27996,565,345,2008-03-12
27996,345,565,2009-09-08
27996,565,628,2009-09-14
27996,628,103,2010-09-07
28001,496,641,2002-09-05
28009,641,21,2001-11-16
28009,21,641,2004-06-07
28010,553,438,2002-01-08
28010,438,510,2007-09-10
28010,510,22,2010-09-07
28014,33,553,2003-10-22
28014,553,658,2005-12-08
28014,658,438,2006-10-04
28022,29,192,2005-10-07
28022,192,259,2006-09-14
28022,259,199,2008-09-04
28022,199,522,2009-09-08
28022,522,147,2010-09-07
28024,550,663,2004-09-07
28024,663,203,2005-03-15
28024,203,541,2005-12-20
28024,541,466,2006-04-04
28024,466,205,2007-09-10
28024,205,47,2010-03-01
28024,47,509,2010-03-12
28024,509,205,2010-09-07
28027,359,391,2008-09-04
28027,391,21,2011-09-06
28032,548,184,2007-10-22
28034,343,67,2002-09-05
28035,387,22,2005-09-06
28040,547,238,2005-09-06
28040,238,69,2007-09-17
28041,65,509,2003-10-02
28041,509,19,2004-09-07
28041,19,641,2005-03-22
28041,641,21,2005-05-03
28047,391,21,2004-09-07
28051,548,21,2006-09-07
28055,83,483,2006-10-17
28055,483,541,2007-09-10
28057,599,194,2002-09-05
28061,570,533,2007-09-10
28061,533,398,2009-09-08
28061,398,671,2011-09-06
28062,474,235,2007-09-10
28065,57,147,2005-04-14
28065,147,570,2005-10-26
28065,570,248,2008-01-02
28065,248,490,2008-02-13
28065,490,235,2008-09-05
28065,235,343,2009-09-08
28066,424,342,2003-09-08
28069,424,342,2006-09-07
28069,342,686,2010-09-07
28072,570,609,2008-09-04
28072,609,367,2010-09-07
28073,57,570,2003-11-25
28073,570,248,2007-09-10
28073,248,272,2009-01-30
28073,272,25,2009-09-08
28074,500,408,2003-09-08
28074,408,63,2004-09-29
28074,63,479,2006-04-17
28080,496,641,2004-09-07
28081,605,496,2002-09-05
28081,496,641,2005-09-06
28083,162,641,2002-09-05
28097,668,620,2003-09-08
28097,620,162,2007-09-10
28097,162,793,2009-10-02
28097,793,680,2011-01-05
28098,413,548,2004-09-07
28098,548,21,2007-09-10
28099,152,248,2004-12-10
28099,248,67,2005-09-06
28099,67,793,2008-09-08
28102,28,67,2005-09-06
28104,248,490,2001-11-20
28104,490,343,2003-01-31
28104,343,67,2003-09-08
28111,477,235,2001-09-10
28111,235,67,2004-09-07
28121,65,66,2006-09-07
28122,409,176,2010-09-07
28128,491,46,2003-09-08
28128,46,255,2005-09-27
28128,255,399,2007-03-15
28128,399,669,2008-09-04
28128,669,199,2009-01-07
28128,199,520,2009-09-09
28128,520,205,2011-09-06
28129,431,624,2006-03-07
28132,520,624,2002-09-05
28132,624,641,2004-09-14
28132,641,624,2007-01-08
28132,624,674,2008-02-07
28138,355,176,2003-01-07
28139,259,406,2002-09-05
28139,406,624,2005-09-06
28141,98,387,2006-09-14
28147,387,527,2007-09-10
28154,593,387,2004-11-08
28155,387,169,2007-09-10
28155,169,277,2007-09-17
28155,277,681,2009-09-14
28157,309,575,2002-09-05
28157,575,299,2004-04-01
28157,299,45,2004-04-19
28157,45,525,2005-09-06
28157,525,45,2006-09-07
28157,45,387,2006-10-18
28160,477,663,2001-09-10
28160,663,205,2003-09-08
28160,205,679,2007-09-10
28161,165,503,2002-10-28
28161,503,172,2002-10-30
28161,172,205,2003-09-08
28162,259,520,2009-09-18
28162,520,807,2010-02-17
28162,807,47,2012-03-15
28162,47,843,2012-03-23
28164,594,259,2006-09-07
28171,180,574,2003-09-08
28175,209,214,2003-01-09
28175,214,196,2005-09-06
28175,196,663,2009-09-08
28178,539,245,2008-09-17
28179,503,367,2010-09-07
28181,172,162,2004-02-17
28181,162,0,2004-12-01
28183,250,503,2006-10-24
28183,503,250,2007-09-10
28183,250,503,2010-09-07
28183,503,818,2010-12-14
28185,157,628,2006-09-07
28185,628,281,2007-09-20
28185,281,541,2008-01-03
28185,541,434,2010-03-02
28185,434,12,2011-09-06
28187,563,225,2010-09-01
28187,225,803,2011-05-23
28202,563,398,2011-09-06
28204,522,563,2005-01-27
28207,37,248,2003-09-08
28207,248,67,2007-09-10
28207,67,791,2009-09-08
28207,791,793,2010-02-18
28207,793,834,2010-10-04
28209,402,37,2007-09-19
28209,37,570,2010-09-07
28212,20,624,2003-10-24
28212,624,25,2004-10-06
28212,25,202,2005-06-01
28214,550,663,2002-09-05
28214,663,379,2005-09-06
28218,568,429,2002-01-25
28221,44,408,2007-09-10
28224,210,309,2004-10-28
28224,309,595,2004-12-06
28224,595,148,2005-09-06
28224,148,602,2008-10-14
28224,602,241,2008-12-18
28224,241,441,2009-03-02
28224,441,210,2009-04-15
28224,210,146,2009-10-13
28224,146,398,2010-09-07
28224,398,25,2010-12-16
28225,441,44,2002-09-09
28225,44,48,2002-09-25
28225,48,281,2003-09-08
28225,281,47,2008-03-04
28225,47,123,2008-03-24
28225,123,47,2009-11-18
28225,47,123,2009-12-18
28226,641,162,2001-11-28
28230,255,155,2004-09-07
28234,43,393,2002-09-05
28234,393,155,2004-09-07
28235,597,250,2004-09-07
28235,250,597,2006-09-07
28237,491,537,2002-09-05
28237,537,393,2003-09-08
28237,393,155,2004-09-07
28240,592,597,2006-09-07
28245,596,20,2004-09-07
28245,20,155,2006-09-07
28247,120,57,2007-09-10
28249,431,624,2003-09-16
28251,391,624,2006-03-24
28251,624,677,2008-12-01
28258,152,300,2005-09-06
28258,300,81,2008-09-04
28258,81,641,2009-09-08
28263,300,641,2008-09-04
28265,583,437,2005-09-06
28265,437,602,2007-11-15
28266,437,188,2010-09-07
28266,188,509,2011-05-04
28266,509,846,2011-09-06
28266,846,189,2012-01-27
28269,230,516,2006-09-07
28269,516,162,2009-09-08
28270,15,152,2005-09-06
28270,152,332,2006-09-07
28270,332,152,2009-01-13
28270,152,15,2009-09-08
28270,15,152,2010-04-26
28270,152,15,2010-05-03
28270,15,149,2011-02-04
28270,149,152,2012-02-17
28273,148,516,2004-09-07
28273,516,302,2007-09-10
28277,332,333,2009-09-10
28280,537,204,2002-03-15
28280,204,139,2002-09-05
28280,139,47,2005-08-30
28280,47,411,2005-09-08
28287,490,221,2002-09-05
28287,221,67,2003-09-08
28287,67,272,2003-11-18
28287,272,675,2008-04-21
28289,483,78,2002-09-05
28290,625,281,2005-09-06
28290,281,527,2009-09-08
28293,539,281,2006-02-17
28293,281,666,2007-09-10
28293,666,225,2007-10-11
28293,225,208,2007-10-24
28294,387,625,2001-10-11
28294,625,387,2003-09-08
28294,387,580,2004-09-07
28294,580,625,2004-12-07
28294,625,281,2005-09-06
28294,281,20,2009-09-08
28294,20,277,2010-11-03
28298,148,385,2011-09-06
28300,652,625,2003-02-11
28300,625,580,2003-04-07
28300,580,337,2004-09-07
28300,337,281,2004-10-29
28300,281,666,2008-10-14
28300,666,834,2011-01-04
28300,834,823,2011-12-20
28307,587,549,2009-09-08
28308,69,358,2009-09-08
28310,429,377,2003-09-15
28310,377,205,2006-09-07
28312,490,663,2002-09-13
28312,663,466,2004-03-09
28312,466,490,2004-12-15
28312,490,208,2005-09-06
28312,208,205,2006-09-07
28313,250,205,2003-09-08
28317,131,641,2003-09-08
28317,641,205,2007-04-10
28318,0,229,2004-09-07
28320,466,679,2007-11-19
28321,358,205,2003-09-08
28321,205,537,2009-09-09
28322,131,205,2002-09-05
28327,669,303,2007-09-10
28328,302,619,2003-09-08
28330,174,619,2004-09-07
28332,669,116,2007-09-10
28338,224,580,2002-09-05
28338,580,342,2003-09-08
28338,342,666,2007-09-10
28343,328,658,2002-09-05
28343,658,520,2007-09-10
28343,520,244,2009-09-08
28351,304,154,2004-11-16
28351,154,197,2010-09-07
28354,199,647,2005-09-06
28354,647,658,2006-01-09
28356,161,597,2006-09-07
28356,597,328,2009-11-10
28356,328,335,2011-09-06
28361,580,281,2008-09-04
28361,281,666,2011-09-06
28365,580,281,2008-09-04
28365,281,666,2010-09-07
28366,580,553,2008-09-04
28366,553,197,2011-09-06
28369,580,196,2010-03-11
28376,162,825,2010-04-29
28381,513,334,2009-09-08
28383,259,513,2003-09-08
28384,60,441,2002-03-12
28384,441,176,2003-09-08
28393,500,408,2002-09-05
28393,408,624,2002-12-12
28394,637,332,2004-09-07
28394,332,624,2005-09-06
